f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,work_type,target
0.32401592,0.46356216,0.34062073,0.42113099,0.7456214,0.90397435,0.0,0.354969,0.37714753,0.39411762,0.7026574,0.098408006,0.7,0.57532805,0.55601573,0.5465001,0.5592813,0.48496076,0.4682084,0.46607494,0.9318517,0.645904,0.7033852,0.34687683,0.4072232,0.5083918,0.4935318,0.19408984,0.12174632,0.036501404,0.59439003,0.18250462,0.4745429,1.0,1.0,0.0,0.5,0.1193553,0.16233943,0.18104431,0.18446495,0.21399128,0.0,0.0,0.14498776,0.9249772,0.38317338,0.9636987,0.05471239,1.0,0.0,0.6127084,0.7730736,1.0,0.62593067,0.7,0.39554003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6207099,0.0,0.016237572,1.0,1.0,0.6666667,0.0,1.0,0.25550973,1.0,0.18269579,0.0,0.49979,0.0,0.0,0.0,0.0,0.0,0.42088765,0.549325,1.0,0.7617125,1.0,0.59888667,1.0,0.5086654,0.23178574,0.0,0.53767157,tradesperson,0.5496998
0.49060297,0.6718439,0.6748229,0.5306399,0.89531577,0.8495827,1.0,0.59796584,0.37928417,0.32344493,0.75929916,0.34348443,0.6,0.4017397,0.4547838,0.42590424,0.4274759,0.39494967,0.37006703,0.4600411,0.82918864,0.54263514,0.61995703,0.363371,0.46172836,0.4247386,0.372946,0.3092149,0.40295902,0.39047226,0.5389221,0.16440532,0.4528848,1.0,0.7284367,0.0,0.7,0.3385075,0.3981504,0.4074031,0.3837636,0.22735776,1.0,0.0,0.34131444,0.86214983,0.32797027,0.84732115,0.40344915,1.0,1.0,0.8265264,0.7994379,1.0,0.5750592,0.6,0.267084,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.538981,0.0,0.0,1.0,1.0,0.6666667,1.0,1.0,0.19013156,0.0,0.0,0.0,0.3897573,0.0,0.0,0.0,0.0,1.0,0.17834602,0.44848883,0.0,0.4340961,0.0,0.67909604,1.0,0.2149551,0.0,0.0,0.6227763,vendor,0.5712419
0.6856568,0.41864017,0.31126717,0.3974492,0.7626622,0.8707268,1.0,0.34124798,0.3664441,0.33113557,0.66471624,0.465024,0.7,0.3832856,0.4047188,0.40306896,0.39702445,0.45213348,0.38312733,0.433055,0.78427446,0.57506603,0.5171995,0.25247192,0.26723477,0.39526367,0.41401675,0.214845,0.16431579,0.15323451,0.6271422,0.19408062,0.28396717,1.0,0.87002385,1.0,0.5,0.49055085,0.43216732,0.56724787,0.5254379,0.42057356,0.0,0.0,0.39954907,0.77676064,0.22702399,0.6607907,0.382822,0.0,1.0,0.3189875,0.24577317,1.0,0.3593633,0.7,0.4385546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36090893,0.0,0.0,0.0,1.0,0.33333334,1.0,0.0,0.0,0.0,0.041430242,0.0,0.52257484,0.0,0.0,0.0,0.0,1.0,0.35074073,0.5585859,0.0,0.62659454,0.0,0.22608495,1.0,0.44646868,0.0,1.0,0.44079173,tradesperson,0.60770714
0.3057148,0.27410686,0.22263911,0.35434735,0.62232,0.7782751,0.0,0.2642995,0.31119457,0.27175337,0.5670765,0.3753146,0.6,0.4927778,0.43590334,0.53899616,0.48922575,0.4947756,0.5150803,0.4583772,1.0,0.67387795,0.7045361,0.3545097,0.40163296,0.39463925,0.3767971,0.17634103,0.11859965,0.09005605,0.54528683,0.15075235,0.2922793,0.0,0.9089153,1.0,0.7,0.42782545,0.3885738,0.38406205,0.4293972,0.30462733,0.0,1.0,0.2532449,0.83515155,0.29362324,0.672288,0.30487657,1.0,1.0,0.7388151,0.8383982,1.0,0.77902514,0.6,0.18764839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.65469784,1.0,0.38674188,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.034280274,1.0,0.7189726,1.0,0.0,0.0,0.0,0.0,0.45526022,0.58788353,1.0,0.5933714,1.0,0.7485423,1.0,0.53191894,0.06360594,0.0,0.75459,vendor,0.64874595
0.51230866,0.4915226,0.37416574,0.45075944,0.75614625,0.7738653,0.0,0.5381766,0.30059904,0.29931244,0.611293,0.66847116,0.65,0.5357625,0.47278255,0.425007,0.47785068,0.46905878,0.42342424,0.3429378,0.88510114,0.62474626,0.606023,0.44113284,0.30797723,0.40895694,0.2977793,0.2791248,0.33750042,0.3011279,0.5813186,0.15983416,0.27305406,1.0,0.80535924,0.0,0.7,0.64310837,0.62779194,0.584156,0.6139297,0.6173545,0.0,1.0,0.42104208,0.6101854,0.20893861,0.51635194,0.602995,1.0,1.0,0.41147745,0.4962358,1.0,0.38981387,0.7,0.38602367,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.281605,0.0,0.0,1.0,1.0,0.6666667,1.0,1.0,0.31772965,1.0,0.4119629,0.0,0.41218776,0.0,0.0,0.0,0.0,1.0,0.34487945,0.49003208,0.0,0.45651978,0.0,0.4755026,1.0,0.46119425,0.36333397,0.0,0.5475549,platform_worker,0.55766577
0.5326746,0.46377987,0.511229,0.5365353,0.7758652,0.8978662,1.0,0.5881357,0.36410692,0.32709843,0.62980783,0.31593746,0.6,0.77031785,0.7188732,0.74050534,0.74323213,0.7767616,0.7477467,0.58967274,0.9562857,0.8186617,0.69898605,0.5320391,0.64536005,0.75903213,0.6704949,0.33416057,0.22244279,0.23238143,0.8021451,0.21546024,0.5958283,1.0,0.95769566,0.0,0.5,0.5274055,0.46025154,0.64787173,0.5250274,0.4771255,1.0,0.0,0.33213907,0.7200672,0.3442436,0.7031924,0.4253679,1.0,1.0,0.44074503,0.5823762,1.0,0.65380317,0.6,0.4162661,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5419446,1.0,0.39086986,1.0,1.0,1.0,1.0,0.0,0.15882592,1.0,0.5058668,1.0,0.6160858,0.0,0.0,0.0,1.0,0.0,0.2910242,0.39328057,0.0,0.57467645,1.0,0.5828357,0.0,0.54596275,0.45516193,1.0,0.7369785,vendor,0.70088464
0.60833323,0.79825866,0.7563161,0.70091295,0.88943774,0.8847641,1.0,0.7194267,0.26458523,0.5342772,0.8522636,0.3067275,0.6,0.7110621,0.6293384,0.742672,0.6943575,0.71720874,0.53574806,0.5902686,0.64412993,0.74656093,0.81910545,0.7442793,0.5659742,0.6278465,0.63008714,0.3799119,0.5702129,0.4934681,0.7332639,0.30716613,0.3609458,1.0,0.6893121,0.0,0.3,0.22864468,0.18469308,0.40444487,0.2750101,0.33837104,1.0,0.0,0.2817974,0.80683947,0.35255095,0.84265214,0.15053795,1.0,1.0,0.8655263,0.836816,1.0,0.7005483,0.6,0.45136744,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.64509404,0.0,0.0013586382,1.0,0.0,0.33333334,0.0,1.0,0.434529,0.0,0.0016111385,1.0,0.56015223,0.0,1.0,0.0,0.0,1.0,0.49151462,0.68714625,1.0,0.65330917,1.0,0.7710063,0.0,0.6079517,0.0,1.0,0.8692573,vendor,0.6626292
0.2610379,0.31144306,0.32297355,0.3175725,0.68052256,0.7496066,1.0,0.19315277,0.33022416,0.23934342,0.6680568,0.12912236,0.65,0.5543802,0.5591044,0.6727079,0.5953975,0.6071798,0.46303827,0.51174414,0.88226503,0.62460864,0.60588855,0.49870387,0.38024208,0.5536249,0.38255644,0.27449077,0.2683526,0.17985518,0.7143007,0.14269798,0.41326421,1.0,0.7647792,0.0,0.3,0.23785314,0.1797651,0.2928226,0.30831057,0.2148484,0.0,1.0,0.2664516,0.9347493,0.266949,0.78510064,0.1892455,0.0,0.0,0.5483474,0.63256997,1.0,0.5405355,0.7,0.32971925,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6418183,1.0,0.2677921,1.0,1.0,1.0,0.0,1.0,0.27836522,0.0,0.0,0.0,0.10101502,0.0,0.0,0.0,0.0,1.0,0.092144914,0.27728865,0.0,0.39988127,1.0,0.6634054,1.0,0.5324681,0.0,0.0,0.5452653,platform_worker,0.50543547
0.306901,0.472204,0.24778458,0.3484333,0.74894387,0.82449573,0.0,0.41958866,0.47810775,0.35758072,0.5988244,0.7006374,0.65,0.6424444,0.47460753,0.5636213,0.5602244,0.4865215,0.5303642,0.52685535,0.93133634,0.67930615,0.5875669,0.46819445,0.3706103,0.54234475,0.3995067,0.28040943,0.20013157,0.069027245,0.6748459,0.12755604,0.35776645,1.0,0.9416954,0.0,0.5,0.650022,0.63928497,0.6861851,0.7197581,0.6990284,1.0,1.0,0.62338644,0.5976642,0.3132558,0.47249052,0.62919587,1.0,1.0,0.7315756,0.70885867,0.0,0.5976952,0.7,0.3387423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5015142,1.0,0.26871476,0.0,0.0,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0,0.7257557,1.0,0.0,0.0,0.0,0.0,0.5029716,0.4711267,1.0,0.6564877,1.0,0.66589946,0.0,0.34266236,0.0,1.0,0.6311378,platform_worker,0.6738759
0.08541151,0.20150481,0.16227338,0.28540635,0.56715727,0.7526773,0.0,0.1301564,0.31783962,0.09317796,0.51071584,0.33439565,0.75,0.29310855,0.41610342,0.4187157,0.37597588,0.2993755,0.39291808,0.294096,0.84558326,0.49713624,0.45319828,0.27916628,0.287455,0.23641919,0.33381143,0.27790698,0.13291134,0.093194805,0.5523875,0.25504833,0.3904619,0.0,0.7618565,0.0,0.5,0.16111368,0.12193996,0.3347386,0.28388304,0.0035326786,0.0,0.0,0.14331904,0.92994493,0.44510013,0.9651281,0.08101914,1.0,1.0,0.9159225,0.8945768,1.0,0.7355585,0.8,0.38041577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6135799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3449259,1.0,0.44203478,0.0,0.40930548,0.0,0.0,0.0,0.0,1.0,0.31724325,0.42634162,0.0,0.30613464,0.0,0.6840132,0.0,0.16783158,0.36578587,1.0,0.57997876,freelancer,0.508535
0.3772796,0.65179384,0.5180523,0.6800395,0.8563439,0.8763504,1.0,0.742422,0.50683665,0.41996568,0.8289893,0.13811645,0.7,0.5416831,0.5147846,0.53077304,0.5290803,0.5868146,0.34967202,0.4950092,0.90797,0.67803085,0.6483344,0.3984454,0.41532558,0.5148749,0.43179065,0.309406,0.34472242,0.3159284,0.6724671,0.1500087,0.4272834,1.0,0.8453044,1.0,0.3,0.24904414,0.18794185,0.31291124,0.1866407,0.13183384,1.0,1.0,0.08872637,0.9487347,0.3148474,0.77114356,0.13365948,1.0,1.0,0.6193326,0.7620092,1.0,0.6922715,0.7,0.376668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.53949666,1.0,0.12885258,0.0,0.0,0.33333334,1.0,0.0,0.0145210605,0.0,0.011205023,0.0,0.4242327,0.0,0.0,1.0,0.0,1.0,0.32107735,0.47030947,0.0,0.5253222,1.0,0.6592341,0.0,0.44352978,0.015147874,0.0,0.58400285,tradesperson,0.55684286
0.7158771,0.5918268,0.52024955,0.4849696,0.8091925,0.94169676,1.0,0.6355552,0.28853548,0.42286265,0.765694,0.38838825,0.6,0.5494148,0.42408738,0.49864414,0.49071544,0.5846548,0.46531555,0.36400554,0.8926517,0.64459294,0.62430906,0.5096131,0.3407122,0.446387,0.4117609,0.051975157,0.24653307,0.28437808,0.6543421,0.19807082,0.44084793,1.0,0.8377239,1.0,0.3,0.3352885,0.48075154,0.44019368,0.41503263,0.3676658,0.0,0.0,0.3490339,0.75095946,0.38954446,0.7870031,0.3490422,1.0,1.0,0.7026827,0.64373815,1.0,0.51022357,0.6,0.22975008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5235734,0.0,0.0,1.0,1.0,0.6666667,1.0,0.0,0.022877924,1.0,0.6887811,1.0,0.5621299,0.0,0.0,0.0,1.0,1.0,0.30742374,0.49774435,1.0,0.63671786,1.0,0.61401075,0.0,0.46984214,0.4759527,1.0,0.7901047,vendor,0.6743539
0.028246013,0.019798147,0.27966386,0.059631296,0.6183511,0.7100888,0.0,0.15503947,0.51102877,0.13803963,0.5421648,0.6872307,0.75,0.29344133,0.31670013,0.31690693,0.30901614,0.24092403,0.25851244,0.22269508,0.83296293,0.42967358,0.501268,0.3180665,0.17832974,0.3834851,0.2863739,0.19767933,0.31777233,0.22281434,0.4431686,0.12035817,0.3224699,0.0,0.7009315,1.0,0.3,0.70075417,0.76908433,0.6313945,0.6130911,0.70520526,1.0,1.0,0.4690559,0.66606116,0.117677465,0.6183182,0.5473933,1.0,1.0,0.35968003,0.35352388,1.0,0.35078886,0.8,0.48631325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27838433,1.0,0.39529017,1.0,0.0,0.6666667,1.0,1.0,0.43891117,0.0,0.0,1.0,0.26860994,0.0,0.0,0.0,0.0,0.0,0.19765183,0.31213862,0.0,0.42221832,1.0,0.349116,0.0,0.1763012,0.011668495,0.0,0.3779361,freelancer,0.46221262
0.4811289,0.63813496,0.6452761,0.6082018,0.864231,0.85844344,0.0,0.5932531,0.27509877,0.5080915,0.83328646,0.12546012,0.65,0.52205276,0.48505342,0.46709216,0.49139944,0.52659696,0.49459103,0.39167723,0.8638604,0.66244835,0.5259878,0.33901602,0.20123442,0.49807754,0.45586485,0.3570223,0.33323845,0.34458008,0.59119695,0.2387847,0.43739882,0.0,0.8600422,0.0,0.3,0.21394134,0.07709872,0.36397356,0.38444546,0.033501938,1.0,0.0,0.18572778,0.9343382,0.49505827,0.9473544,0.24253383,1.0,1.0,0.7589102,0.89568543,1.0,0.59208626,0.7,0.36569837,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.55369335,1.0,0.546397,1.0,1.0,1.0,1.0,1.0,0.5919938,0.0,0.0,0.0,0.6420824,0.0,0.0,0.0,0.0,0.0,0.4350427,0.53556025,1.0,0.7097551,1.0,0.65954995,1.0,0.48057696,0.045007173,0.0,0.8060138,platform_worker,0.63764536
0.46722025,0.59431356,0.50308,0.39851764,0.8477546,0.8165134,1.0,0.6498782,0.3057326,0.33770064,0.6770785,0.37184975,0.6,0.50450313,0.4783029,0.44029227,0.4743661,0.3515966,0.33299282,0.29859686,0.83656937,0.5548417,0.48755094,0.3346082,0.3612393,0.45672107,0.4234809,0.27720883,0.31342375,0.25560093,0.5242841,0.12627137,0.30876452,0.0,0.8592346,0.0,0.3,0.3914587,0.41155013,0.5342203,0.4529487,0.5580194,0.0,0.0,0.364564,0.77517915,0.48808092,0.6417843,0.47670883,1.0,0.0,0.52430457,0.5490034,1.0,0.48379165,0.6,0.43773746,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4489429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08650076,0.0,0.0,0.0,0.11401911,0.0,0.0,0.0,0.0,1.0,0.1544186,0.30379897,1.0,0.42636523,1.0,0.5153245,0.0,0.25875348,0.0,0.0,0.5594544,vendor,0.47963256
0.10964797,0.19525993,0.2728303,0.17121908,0.5996529,0.7321144,0.0,0.17495644,0.50322986,0.05822093,0.47352827,0.37309858,0.75,0.8409016,0.8340578,0.965439,0.8801328,0.85310507,0.71705127,0.6909443,0.891063,0.8663317,0.83737046,0.67017525,0.4813602,0.8265435,0.8212368,0.58789575,0.19144958,0.27088243,0.8307843,0.063423984,0.5834694,1.0,0.70536256,0.0,0.3,0.5129665,0.56178504,0.3975589,0.40838745,0.41158187,0.0,0.0,0.27271914,0.81387734,0.33935556,0.6604476,0.5030808,1.0,1.0,0.67556816,0.76187605,1.0,0.60007626,0.8,0.38741428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60931313,1.0,0.39972693,0.0,1.0,0.6666667,1.0,1.0,0.48038504,1.0,0.65116876,1.0,0.32475534,0.0,1.0,0.0,0.0,1.0,0.19181839,0.4662948,0.0,0.5420162,1.0,0.6918616,1.0,0.59186727,0.57044715,1.0,0.6667805,freelancer,0.6082586
0.33196142,0.45404288,0.42255494,0.56119186,0.7664779,0.75445724,1.0,0.5011911,0.42860103,0.37745816,0.69290316,0.52405643,0.7,0.80273455,0.7921319,0.7235196,0.7727954,0.6719841,0.6745454,0.66719824,0.759027,0.7396462,0.77784234,0.6090261,0.5018397,0.7371737,0.65589434,0.57531387,0.3897339,0.46596125,0.86772656,0.41056582,0.7144843,0.0,0.6005858,0.0,0.3,0.78851366,0.69124186,0.84973806,0.59109974,0.65005404,1.0,1.0,0.4990315,0.66737926,0.2377316,0.45871782,0.62534016,1.0,1.0,0.5667912,0.6973106,1.0,0.57636756,0.7,0.37593305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55569965,1.0,0.22672826,1.0,0.0,0.6666667,0.0,0.0,0.0,1.0,0.40709144,0.0,0.3614661,1.0,0.0,0.0,0.0,0.0,0.29159784,0.5571412,1.0,0.50170994,1.0,0.6686263,0.0,0.74450207,0.36885062,0.0,0.6824666,tradesperson,0.6688733
0.3802651,0.5966462,0.34759516,0.4379484,0.8518347,0.8620232,1.0,0.63821113,0.31328866,0.36435544,0.6646445,0.3644162,0.6,0.46800593,0.42271358,0.4009492,0.43055624,0.34138167,0.22985543,0.2905297,1.0,0.58072877,0.5152471,0.21136817,0.26298097,0.4044028,0.43507513,0.13737704,0.12765141,0.05194859,0.41107202,0.0,0.23499915,0.0,1.0,0.0,0.5,0.41049322,0.47200483,0.4408905,0.4666077,0.42830032,1.0,0.0,0.41550404,0.82669795,0.35719758,0.6778449,0.45135555,1.0,1.0,0.544675,0.45270744,0.0,0.34549335,0.6,0.23146543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44197845,1.0,0.38079736,0.0,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0,1.0,0.30210486,1.0,0.0,1.0,1.0,0.0,0.34933797,0.4684887,0.0,0.330369,0.0,0.35401216,1.0,0.3712889,0.0,0.0,0.5972955,vendor,0.5996028
0.28881884,0.49534345,0.5226128,0.4617561,0.7725267,0.85502785,0.0,0.47501734,0.2661346,0.43328506,0.7422894,0.23993465,0.6,0.47774434,0.53858566,0.5251619,0.51383066,0.42495108,0.28738445,0.45168474,0.9602418,0.6319908,0.59908,0.4075115,0.3568877,0.5109176,0.49826744,0.30155674,0.16561033,0.14850716,0.6734388,0.16559039,0.42658824,1.0,0.8694681,0.0,0.5,0.17623727,0.13343954,0.28358102,0.23762324,0.17861217,0.0,0.0,0.09728889,0.8812523,0.34071943,0.9077192,0.18519105,1.0,1.0,0.67914134,0.8763092,1.0,0.6339045,0.6,0.32374045,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7057971,1.0,0.18438753,0.0,0.0,0.33333334,1.0,0.0,0.041666433,0.0,0.0,0.0,0.35569993,1.0,0.0,0.0,0.0,1.0,0.16059232,0.46557674,0.0,0.45197836,1.0,0.6980378,0.0,0.37035123,0.08307472,1.0,0.6746093,vendor,0.5431227
0.2818682,0.5531106,0.26165214,0.38014513,0.72246027,0.76520383,0.0,0.35038754,0.39280775,0.38213027,0.603118,0.66035724,0.65,0.42626342,0.5134396,0.46462947,0.46811083,0.5001262,0.39932904,0.49202406,0.8046818,0.57504624,0.6100744,0.31090403,0.36757284,0.41813967,0.3753087,0.17369536,0.34573275,0.21531455,0.57503575,0.1842317,0.35106468,1.0,0.74774224,0.0,0.3,0.7846291,0.6328982,0.7618624,0.53397804,0.5735215,1.0,0.0,0.5758472,0.7711802,0.34694368,0.57956165,0.58488995,1.0,0.0,0.6292383,0.50267476,1.0,0.60979944,0.7,0.3898174,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4246711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025644498,0.0,0.019638626,0.0,0.059610765,1.0,0.0,0.0,0.0,0.0,0.0,0.49043298,0.0,0.1347393,1.0,0.48767644,0.0,0.5053694,0.09961342,1.0,0.45071426,platform_worker,0.51203376
0.13704206,0.33492568,0.21601164,0.19266202,0.656674,0.82520694,1.0,0.33103877,0.4059265,0.32336238,0.56136113,0.41569468,0.65,0.47473493,0.26708537,0.3790227,0.37361434,0.29905468,0.3360216,0.3809883,0.77103686,0.537108,0.49708802,0.07318236,0.27765858,0.2767587,0.30914706,0.28456768,0.2387247,0.30660874,0.52871245,0.3077476,0.26787475,1.0,0.701258,0.0,0.3,0.65630203,0.473108,0.51068544,0.4619759,0.4739735,1.0,0.0,0.26512662,0.7911613,0.3171472,0.54034036,0.42820606,1.0,1.0,0.588347,0.66319585,1.0,0.5679449,0.7,0.29887566,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43626902,0.0,0.038704317,0.0,1.0,0.33333334,1.0,1.0,0.22569536,0.0,0.023022175,0.0,0.50287324,0.0,0.0,0.0,1.0,1.0,0.4455584,0.344564,1.0,0.49176607,1.0,0.6850832,0.0,0.14153211,0.0,0.0,0.5410319,platform_worker,0.4656695
0.254093,0.4163141,0.26578587,0.50083596,0.69981664,0.872051,0.0,0.32155147,0.30834988,0.2611652,0.6089741,0.17276946,0.65,0.5487801,0.51297724,0.57317764,0.5449783,0.55904615,0.34066418,0.38868642,1.0,0.6636092,0.5781169,0.5802374,0.49878833,0.47502103,0.4424607,0.38081518,0.028393816,0.0,0.6649965,0.0,0.3245314,1.0,1.0,0.0,0.5,0.25527695,0.15644698,0.25390375,0.16166294,0.2565205,0.0,0.0,0.109163865,0.89019597,0.28602436,0.84129745,0.21736543,1.0,1.0,0.56336004,0.70896584,0.0,0.6207401,0.7,0.45159167,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.49770898,1.0,0.21947841,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46921146,1.0,0.0,0.0,0.0,0.0,0.3038775,0.59186196,1.0,0.61293685,1.0,0.6661333,1.0,0.39627683,0.038356233,0.0,0.5521811,platform_worker,0.6113113
0.44205755,0.48961714,0.46269244,0.36523283,0.75004596,0.9334283,0.0,0.48234275,0.49544778,0.322477,0.6233171,0.17432486,0.75,0.38530105,0.32899576,0.3162131,0.34350333,0.21052241,0.3107898,0.2512302,0.74378103,0.48059916,0.3798496,0.14234231,0.25295132,0.32138273,0.19454785,0.25024077,0.5105172,0.41679865,0.57858235,0.15959887,0.13267434,0.0,0.5600103,1.0,0.7,0.33020118,0.09833331,0.33221135,0.25386915,0.22761886,0.0,0.0,0.17535864,0.83140224,0.3897027,0.8326419,0.21269138,1.0,0.0,0.62698364,0.7534941,1.0,0.5330499,0.8,0.46646535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6032587,1.0,0.29656285,0.0,1.0,0.6666667,1.0,1.0,0.4071544,0.0,0.0,0.0,0.031205697,0.0,0.0,0.0,0.0,0.0,0.0,0.49272588,1.0,0.26028666,0.0,0.6135198,1.0,0.21699844,0.0073398547,0.0,0.5688369,freelancer,0.46831375
0.5866524,0.66237277,0.3960111,0.45387807,0.75559807,0.7465244,0.0,0.54595864,0.44122615,0.43177572,0.6513615,0.14620201,0.7,0.5427251,0.38261878,0.4744599,0.46660125,0.54942226,0.40195584,0.38364044,0.87331116,0.68066597,0.6136396,0.41435874,0.13615134,0.34173432,0.40052524,0.32316005,0.28573924,0.29850367,0.57547534,0.18111053,0.23882397,1.0,0.79133433,0.0,0.7,0.3624039,0.16671608,0.36712652,0.41179466,0.2044497,0.0,0.0,0.16902252,0.9576609,0.34952715,0.7942078,0.2011432,1.0,1.0,0.64079237,0.7388956,1.0,0.6473167,0.7,0.35079512,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.68195873,0.0,0.006382531,0.0,0.0,0.0,1.0,0.0,0.041870188,1.0,0.5645132,0.0,0.03821015,0.0,0.0,0.0,1.0,0.0,0.17652014,0.27367935,0.0,0.15237176,0.0,0.7169579,0.0,0.43418834,0.5299433,0.0,0.7174628,tradesperson,0.5656609
0.4342031,0.768733,0.6308268,0.747477,0.8635044,0.8567377,1.0,0.70623,0.37758353,0.58568424,0.7498783,0.46458507,0.6,0.4389759,0.44493312,0.36129463,0.41506788,0.3705649,0.48967803,0.4302337,0.773317,0.48687744,0.6681287,0.35063097,0.13110225,0.35221523,0.46596393,0.29959366,0.22600299,0.11714364,0.5437928,0.10634135,0.45695823,0.0,0.8773051,0.0,0.3,0.6061142,0.61349475,0.6826506,0.6357601,0.5747755,1.0,0.0,0.56141824,0.8552672,0.36650658,0.70111126,0.45738506,1.0,1.0,0.6811841,0.80415225,1.0,0.70412296,0.6,0.27095616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66652304,1.0,0.084606186,0.0,1.0,0.6666667,0.0,0.0,0.0,0.0,0.009508039,0.0,0.32024005,0.0,0.0,0.0,0.0,1.0,0.1515079,0.4953344,0.0,0.38600677,1.0,0.752008,1.0,0.322899,0.09825039,1.0,0.63443166,vendor,0.62013495
0.37602603,0.21824338,0.1709056,0.32181248,0.7085767,0.8224168,1.0,0.32515323,0.46198183,0.3315568,0.5158145,0.5211451,0.75,0.5536536,0.45125395,0.53714246,0.5140167,0.5194922,0.3546224,0.5103272,0.88246506,0.62436986,0.59828943,0.3558311,0.4194095,0.45076454,0.46915382,0.26647782,0.23337653,0.23111518,0.6539431,0.11105639,0.43500343,1.0,0.9512693,0.0,0.5,0.61184895,0.5505494,0.55518883,0.40108216,0.44998312,0.0,0.0,0.3435337,0.6061089,0.256986,0.57060945,0.51074994,1.0,1.0,0.7012159,0.6728868,1.0,0.5616739,0.8,0.37193674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500164,1.0,0.07164624,0.0,1.0,0.6666667,0.0,1.0,0.0,0.0,0.0,0.0,0.59793663,0.0,0.0,0.0,0.0,0.0,0.389008,0.4946918,0.0,0.45442352,1.0,0.6518317,1.0,0.5317396,0.0,0.0,0.37271646,freelancer,0.57231873
0.32884347,0.42688057,0.41637823,0.54079896,0.7558841,0.97362256,1.0,0.4825581,0.53674406,0.26213545,0.6814769,0.26862043,0.65,0.6688356,0.6998089,0.70920837,0.6926176,0.5136005,0.6418096,0.56851757,0.90407974,0.65621614,0.745712,0.5929109,0.5485879,0.67732865,0.5730993,0.36552605,0.09188212,0.1041416,0.70598406,0.22393769,0.5225662,1.0,0.92572075,0.0,0.7,0.31957105,0.361453,0.47856084,0.3866663,0.36589053,0.0,0.0,0.3790314,0.82595915,0.37129885,0.78103966,0.30735046,1.0,1.0,0.44466066,0.38309175,1.0,0.34200087,0.7,0.36009812,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42737508,0.0,0.041798756,0.0,0.0,0.0,0.0,1.0,0.31467858,0.0,0.0788736,0.0,0.47695097,0.0,0.0,0.0,0.0,0.0,0.23493733,0.6067438,0.0,0.66357654,1.0,0.41811973,0.0,0.5659982,0.030792793,0.0,0.6527078,platform_worker,0.6276847
